ID,Title,Context,Quiz Question,Quiz Answer,Exam Question,Exam Answer
1669,Data Science,"Data Lineage tracks the lifecycle of data: origin, transformations, and movement. It is critical for Reproducibility and Debugging. If a model fails, lineage allows you to trace back to the specific dataset version, the ETL script that processed it, and the raw source, identifying exactly where the error (e.g., bad join, corrupted file) was introduced.",What is Data Lineage?,"The documented history of data's origin, movement, and transformations.",Why is Data Lineage crucial for regulated industries (like banking)?,"It allows auditors to trace exactly how a decision (e.g., loan denial) was made, proving that the data used was valid, authorized, and processed correctly according to regulations."
1670,Linear Regression,"Bayesian Linear Regression treats regression coefficients (β) not as fixed values but as random variables with a prior distribution (e.g., Gaussian). It outputs a posterior distribution for the weights. This provides uncertainty estimates for predictions naturally. It is mathematically equivalent to Ridge Regression if the prior is Gaussian and we look for the MAP estimate.",What does Bayesian Linear Regression estimate that OLS does not?,"A probability distribution for the coefficients (weights), representing uncertainty.","If you use a Gaussian Prior on the weights in Bayesian Regression, which classical regularization method is this equivalent to?",Ridge Regression (L2 Regularization).
1671,Logistic Regression,"Negative Sampling is an approximation technique used when the Softmax output layer is too large (e.g., Word2Vec vocabulary of 1M words). Instead of calculating the exponential for all 1M classes (denominator), it updates the correct class and a small sample of incorrect classes (5-20). This turns the multi-class problem into a binary classification task (True vs Noise).",Why is the full Softmax computationally expensive for large vocabularies?,It requires calculating the exponential score for every class in the vocabulary to compute the normalization term (denominator).,How does Negative Sampling reduce the computational cost?,"By only updating the weights for the positive class and a few random negative classes, avoiding the summation over the entire vocabulary."
1672,Decision Tree,"Decision Stump is a Decision Tree with a maximum depth of 1 (a single split). It is a ""Weak Learner"" (slightly better than random guessing). Stumps are rarely used alone but are the fundamental building block of AdaBoost. By combining thousands of weighted decision stumps, AdaBoost creates a strong classifier that can model complex non-linear boundaries.",What is a Decision Stump?,A decision tree with only one split (depth = 1).,Why are Decision Stumps used in AdaBoost?,"Because they are high-bias (weak) learners. Boosting is designed to reduce bias, so it effectively combines these simple rules to build a complex model."
1673,Random Forest,"Quantile Regression Forests: Standard RF predicts the mean of the target. Quantile RF predicts the distribution. It keeps all the values in the leaf nodes (not just the average). At prediction time, it aggregates all values from the active leaves across all trees and computes the empirical quantile (e.g., the 90th percentile). This provides prediction intervals (uncertainty).",What does a Quantile Regression Forest output that a standard RF does not?,"Prediction intervals (quantiles/percentiles) or the full distribution of the target, rather than just the mean.",How does Quantile RF calculate the 95th percentile prediction?,It collects all the target values from the leaves reached by the input sample across all trees and calculates the 95th percentile of that collected data distribution.
1674,SVM,Kernel Ridge Regression (KRR) combines Ridge Regression (L2 penalty) with the Kernel Trick. It learns a non-linear function in the space induced by the kernel. It has a closed-form solution (similar to OLS) but involves the Kernel matrix (N×N). It is often faster than SVR for medium datasets but scales poorly to large N due to matrix inversion.,What two techniques does Kernel Ridge Regression combine?,Ridge Regression (L2 Regularization) and the Kernel Trick.,What is the main scalability bottleneck of Kernel Ridge Regression?,"Computing the inverse of the Kernel Matrix, which is O(N3) where N is the number of samples."
1675,Neural Network,"Skip Connections (Residual Connections): Introduced in ResNet. They add the input of a block to its output: y=F(x)+x. This allows gradients to flow through the network directly (identity mapping) during backpropagation, bypassing the non-linear layers. This solves the Vanishing Gradient problem, enabling the training of extremely deep networks (100+ layers).",What is the mathematical operation of a Skip Connection?,Adding the input of a layer directly to its output (F(x)+x).,How do Skip Connections facilitate the training of very deep networks?,They create a 'gradient highway' that allows error signals to backpropagate to early layers without being diminished by repeated multiplication through non-linear activation functions.
1676,Gradient Boosting,"Monotonic Constraints: In many real-world problems (e.g., credit scoring), we know that increasing a feature (Income) should strictly increase/decrease the score. Gradient Boosting libraries (XGBoost, LightGBM) allow enforcing these constraints. The algorithm rejects splits that violate the monotonicity, ensuring the model is interpretable and logically consistent with domain knowledge.",What is a Monotonic Constraint in Gradient Boosting?,A rule forcing the model's output to only increase (or only decrease) as a specific feature increases.,Why are Monotonic Constraints useful for model interpretability?,"They ensure the model respects known domain logic (e.g., higher credit score -> lower risk), preventing counter-intuitive predictions caused by noise in the training data."
1677,NLP,"Dependency vs Constituency Parsing: Constituency Parsing breaks sentences into sub-phrases (NP, VP) forming a nested tree. Dependency Parsing links words directly based on grammatical relationships (Subject, Object, Modifier). Dependency parsing is generally preferred for Information Extraction because the direct links between words (e.g., verb-object) are more semantically useful than nested phrases.",Which type of parsing focuses on the relationships between words (like Subject-Verb)?,Dependency Parsing.,Why is Dependency Parsing often better for extracting 'Who did what' information?,"Because it explicitly links the verb to its subject and object, whereas Constituency parsing buries this relationship inside nested phrase structures (VP, NP) that require traversal to connect."
1678,Feature Engineering,"Feature Hashing (Hashing Trick): Instead of a dictionary lookup (One-Hot), features are hashed to an index in a fixed-size vector. It uses constant memory regardless of the number of unique categories. The downside is Hash Collisions: different features mapping to the same index. This is acceptable in high-dimensional spaces (like text) where collisions are rare or cancel out.",What is the primary memory advantage of Feature Hashing?,"It allows using a fixed-size vector regardless of the number of unique categories, avoiding the storage of a massive vocabulary dictionary.",What is a 'Collision' in Feature Hashing?,"When two different input features hash to the same index in the vector, causing their signals to merge."
1679,Overfitting,"Regularization Path: Computing the Lasso solution for a sequence of λ values. As λ decreases, more variables enter the model. The path shows the order of variable entry and the stability of coefficients. Algorithms like LARS can compute the exact path (all knots) efficiently, helping to select the optimal model complexity visually.",What does a Regularization Path plot visualize?,The values of the regression coefficients as the regularization parameter (λ) is varied.,What does it mean when a variable 'enters' the Regularization Path?,It means the coefficient for that variable changes from zero to non-zero as the regularization penalty is relaxed.
1680,Underfitting,"Residual Analysis - Patterns: If residuals (Error = Actual - Predicted) show a pattern (e.g., a curve, or fanning out), the model is underfitting the structure of the data. Ideally, residuals should be Homoscedastic (constant variance) and Random (no correlation). Patterns indicate the model missed a trend (need polynomial?) or a time dependency (need ARIMA?).",What does a U-shaped pattern in the residuals vs. fitted values plot indicate?,Non-linearity in the data that the model failed to capture (Underfitting).,"Ideally, what should the plot of residuals look like?",A random cloud of points centered around zero with no discernible pattern or trend.
1681,Clustering,"Gaussian Mixture Models (GMM): A probabilistic clustering method. It assumes data comes from a mixture of K Gaussian distributions. It uses Expectation-Maximization (EM) to estimate parameters (Mean, Variance, Mixing Coefficient). Unlike K-Means (hard circles), GMM creates Soft Clusters (probabilities) and can model elliptical clusters (covariance).",How does GMM differ from K-Means regarding cluster shape?,K-Means forces spherical clusters. GMM can model elliptical clusters with different variances and orientations.,What algorithm is used to fit a GMM?,The Expectation-Maximization (EM) algorithm.
1682,Dimensionality Reduction,"Kernel PCA: Standard PCA is linear. Kernel PCA uses the Kernel Trick to perform PCA in a high-dimensional space. It effectively finds non-linear manifolds (like unrolling a Swiss Roll). The choice of kernel (RBF, Polynomial) determines the structure found. It involves solving the eigenvalue problem of the Kernel Matrix.",What allows Kernel PCA to perform non-linear dimensionality reduction?,"The Kernel Trick, which implicitly maps data to a high-dimensional space where linear PCA can separate complex structures.",What is the main computational cost of Kernel PCA?,"Computing and storing the N×N kernel matrix, which scales quadratically with the number of data points."
1683,Reinforcement Learning,"Temporal Difference (TD) Learning: TD methods (like Q-Learning) update estimates based on other learned estimates, without waiting for the end of the episode (bootstrapping). Monte Carlo methods wait for the end of the episode to calculate the total reward. TD is faster (updates every step) but introduces bias; Monte Carlo is unbiased but high variance (outcome depends on random future steps).",How does Temporal Difference (TD) learning differ from Monte Carlo learning regarding update timing?,TD updates at every step (using estimates); Monte Carlo waits until the end of the episode (using actual total return).,What is 'Bootstrapping' in the context of TD learning?,Updating a value estimate using another estimated value (the guess from the next state) rather than waiting for the final actual outcome.
1684,Time Series,"Granger Causality: A statistical test to see if one time series is useful in forecasting another. X Granger-causes Y if past values of X help predict Y better than just past values of Y. It relies on VAR models. Note: It measures predictive causality (correlation with time lag), not necessarily true physical causality.",What does the Granger Causality test specifically evaluate?,Whether past values of one time series improve the prediction of another time series.,Does Granger Causality prove that X physically causes Y?,No. It only proves predictive precedence and information content. A latent variable Z could define both.
1685,Deep Learning,1x1 Convolutions (Network-in-Network): A 1×1 convolution acts as a dense layer applied to each pixel independently across channels. It is used to: 1. Dimensionality Reduction: Reduce the number of feature maps (depth) efficiently. 2. Non-linearity: Add ReLU activation without changing receptive fields. Key component of Inception and ResNet bottlenecks.,What is the primary use of a 1×1 convolution in architectures like Inception?,Dimensionality reduction (reducing the number of channels/depth) to decrease computation.,Does a 1×1 convolution combine information from neighboring pixels?,No. It only combines information across channels for the same pixel location.
1686,Model Evaluation,"Calibration Curve (Reliability Diagram): Plots mean predicted probability vs observed fraction of positives. A perfectly calibrated model lies on the diagonal y=x (e.g., of all items predicted 70%, exactly 70% are positive). Neural Nets are often overconfident (S-shaped curve). Brier Score is a single metric that summarizes calibration (MSE of probabilities).",What does a Calibration Curve plot?,Predicted probability vs. Observed frequency of positive outcomes.,Why is 'Brier Score' better than 'Accuracy' for assessing probability estimates?,"Accuracy only measures the correctness of the final hard label. Brier Score measures the accuracy of the probability itself, penalizing confidence in wrong answers."
1687,Data Cleaning,"MICE (Multivariate Imputation by Chained Equations): An advanced imputation method. It assumes data is Missing At Random (MAR). It iteratively models each missing variable as a regression of other variables. It runs for multiple cycles to stabilize. It captures the relationships between variables, preserving correlation structure better than Mean Imputation.",What is the core assumption of the MICE imputation algorithm?,That the data is Missing At Random (MAR) and variables are correlated.,How does MICE preserve relationships between variables better than Mean Imputation?,"By predicting missing values using regression models based on other observed variables, rather than just filling with a constant average."
1688,Computer Vision,Intersection over Union (IoU): The metric for Object Detection overlap. IoU=Area of UnionArea of Intersection​. Used to match predicted boxes to ground truth. A prediction is a True Positive if IoU>Threshold (usually 0.5). Higher thresholds measure localization accuracy more strictly.,How is Intersection over Union (IoU) calculated?,Area of Overlap / Area of Union.,"In object detection evaluation, what determines if a prediction is a True Positive?","If the IoU with a ground truth box exceeds a specific threshold (e.g., 0.5) and the class label is correct."
1689,Linear Regression,"Heteroscedasticity: When the variance of residuals is not constant (e.g., error grows as the prediction value grows). This violates OLS assumptions. It doesn't bias the coefficients, but it biases the Standard Errors, making p-values and confidence intervals unreliable. Detected by Breusch-Pagan test. Fixed by Log Transformation or Robust Standard Errors.",What does Heteroscedasticity mean in the context of residuals?,The variance of the residuals is not constant (it changes with the value of X).,Why are p-values unreliable in the presence of Heteroscedasticity?,"Because Heteroscedasticity invalidates the formula for standard errors used in t-tests, leading to incorrect test statistics."
1690,Bagging,"Out-of-Bag (OOB) Error vs CV: OOB Error is calculated using the ~37% of data left out of each bootstrap sample. It is an unbiased estimate of test error, similar to Leave-One-Out Cross-Validation (LOOCV), but comes 'for free' during Random Forest training. It avoids the computational cost of training K separate models for Cross-Validation.",What is the major computational advantage of using OOB Error over Cross-Validation for Random Forests?,"It requires training the model only once, whereas Cross-Validation requires training the model K times.",Is OOB Error calculated on the training set or the test set?,"It is calculated on the training set, but specifically on the samples that were excluded (left out) for each specific tree, mimicking a test set."
1691,Hyperparameter Tuning,"HalvingGridSearchCV: A ""tournament"" strategy. It starts with all hyperparameter candidates on a small subset of data. It picks the best half. It trains them on double the data. Repeats until the full dataset is used. This is much faster than standard Grid Search because bad candidates are discarded early using cheap (small data) evaluations.",How does HalvingGridSearchCV achieve speedup over standard Grid Search?,"By training candidates on small data subsets first and discarding poor performers early, saving resources for the best candidates.",What is the risk of using HalvingGridSearchCV?,"The risk that a model which performs poorly on small data might actually be the best on full data (bad early signal), causing it to be discarded prematurely."
1692,Bias and Fairness,"Proxy Variables: Removing sensitive attributes (race/gender) doesn't ensure fairness if other features (Zip Code, School, Purchasing History) are correlated with them. These are ""proxies"". The model ""reconstructs"" the sensitive attribute from proxies and discriminates anyway (Redlining). Fairness techniques must explicitly penalize dependence on these proxies, not just remove the label.",Why does removing the 'Race' column not guarantee a non-racist model?,"Because other variables (like Zip Code) act as proxies, correlating with Race. The model learns the bias through these proxies.",What is 'Redlining' in the context of machine learning fairness?,Indirect discrimination where a model uses a neutral variable (like neighborhood/zip code) to discriminate against a protected group.
1693,Anomaly Detection,"Isolation Forest - Path Length: In an Isolation Tree, anomalies are isolated closer to the root (short path length) because they are different and easy to separate. Normal points are deep in the tree (long path length). The Anomaly Score is inversely proportional to the average path length across the forest. Short average path = High Anomaly Score.","In an Isolation Forest, do anomalies have shorter or longer average path lengths than normal points?",Shorter path lengths.,Why are anomalies easier to isolate (shallower depth) in random partitioning?,Because they lie in sparse regions of the feature space. Random cuts are statistically likely to separate a sparse point from the dense mass quickly.
1694,Ensemble Learning,"Diversity vs Accuracy: An ensemble only works if base models are accurate (>50%) and diverse (make different errors). Q-Statistic or Correlation measures diversity. Negative Correlation Learning is a training method that adds a penalty to the loss function if an individual network's error is correlated with the ensemble's error, forcing them to specialize.",What two properties are required for base learners in an effective ensemble?,Accuracy (better than random) and Diversity (uncorrelated errors).,How does 'Negative Correlation Learning' encourage ensemble diversity?,"It penalizes models that make the same errors as the rest of the ensemble, mathematically forcing them to learn distinct features or error patterns."
1695,Data Science,"Concept Drift: When the statistical relationship between input X and target Y changes over time (e.g., consumers stop buying a product despite same ads). This degrades model performance. It requires Drift Detection (monitoring error rates or distributions) and Retraining. It is different from Data Drift (where only inputs change, but the rule X→Y holds).",What is Concept Drift?,A change in the underlying relationship between input features and the target variable over time.,How does Concept Drift differ from Data Drift?,"In Data Drift, the input distribution changes (e.g., users get younger), but the behavior rules stay the same. In Concept Drift, the rules themselves change (e.g., young users change their preferences)."
1696,Linear Regression,Elastic Net: Combines L1 (Lasso) and L2 (Ridge) penalties. Lasso is good for selection but unstable with correlated features (picks one at random). Ridge handles correlation well but keeps all features. Elastic Net gets the best of both: it selects features (sparsity) but selects groups of correlated features together (stability). Useful in genomics (p≫n).,Why is Elastic Net preferred over Lasso for highly correlated features?,"Lasso arbitrarily picks one feature from a correlated group. Elastic Net tends to select the whole group or share weights among them, providing stability.",What are the two hyperparameters in Elastic Net?,α (total penalty strength) and the L1-ratio (balance between L1 and L2).
1697,Logistic Regression,"Scorecards: In banking, Logistic Regression is used to build scorecards. The log-odds output is linearly transformed into a score (e.g., 300-850). Variables are often binned (WoE). The model must be interpretable and monotonic. Coefficients are often restricted to be positive to ensure logical explanations (e.g., higher income = higher score).",Why are coefficients often restricted to be positive in credit scorecards?,"To ensure logical monotonicity and explainability (e.g., ensuring that having more income never lowers the score), which is required for regulatory compliance.",What transformation converts log-odds to a credit score?,A linear transformation: Score=Offset+Factor×ln(odds).
1698,Linear Regression,"Generalized Least Squares (GLS) is used when the residuals of a linear regression model are correlated or have unequal variances (heteroscedasticity). OLS estimates remain unbiased but are inefficient. GLS transforms the regression model by multiplying it by the inverse of the error covariance matrix, effectively whitening the errors and restoring efficiency.",What is the primary use case for Generalized Least Squares (GLS)?,When regression residuals are correlated or have unequal variances (heteroscedasticity).,How does GLS improve upon OLS when error terms are correlated?,"OLS is inefficient (large variance) when errors are correlated. GLS transforms the data using the known covariance structure to decorrelate the errors, producing the Best Linear Unbiased Estimator (BLUE)."
1699,Logistic Regression,"Exact Logistic Regression is used for small sample sizes where the asymptotic assumptions of standard Maximum Likelihood Estimation (large sample theory) do not hold. It computes the exact conditional distribution of the sufficient statistics to generate p-values, avoiding the bias of standard logistic regression in small or unbalanced datasets (like rare diseases).",When should Exact Logistic Regression be preferred over standard Logistic Regression?,When the sample size is very small or the data is sparse/unbalanced.,Why does standard Maximum Likelihood Estimation fail for very small sample sizes?,"MLE relies on large-sample asymptotic theory for its p-values and confidence intervals. In small samples, these approximations are inaccurate, leading to potentially false conclusions about significance."
1700,Decision Tree,Minimal Cost-Complexity Pruning is an algorithm used to prune a tree to avoid overfitting. This algorithm is parameterized by α≥0. The complexity of a tree is defined as the number of terminal nodes (leaves) and the cost is the total misclassification rate. The algorithm finds the subtree that minimizes $Error + \alpha \times,Leaves,$.,What does the α parameter control in Cost-Complexity Pruning?,The trade-off between the tree's error rate and its complexity (number of leaves).
1701,SVM,Transductive SVM (TSVM) is used for semi-supervised learning. Standard SVM (Inductive) uses only labeled data to find a boundary. TSVM uses both labeled and unlabeled data. It tries to find a boundary that maximizes the margin on the labeled data while also passing through the low-density regions of the unlabeled data (avoiding cutting through dense clusters of points).,What type of learning does Transductive SVM (TSVM) support?,Semi-supervised learning (using both labeled and unlabeled data).,How does TSVM utilize unlabeled data to improve the decision boundary?,"It assumes that the decision boundary should effectively separate clusters. It adjusts the hyperplane to avoid passing through high-density regions of the unlabeled data, pushing the margin into sparse areas."
1702,Random Forest,"Conditional Feature Importance: In standard permutation importance, if two features are correlated, permuting one might not drop accuracy because the model uses the other. This masks their importance. Conditional permutation importance permutes a feature within groups of correlated variables, preserving the correlation structure and giving a truer estimate of unique contribution.",What problem with standard permutation importance does 'Conditional Feature Importance' address?,"The masking effect caused by correlated features, where the importance of a variable is underestimated because a correlated variable 'fills in' for it.",Why is standard feature importance misleading for highly correlated variables?,"Because the model can split on either variable interchangeably. If you break one (permute it), the model still works using the other, making both look unimportant, even if they are jointly critical."
1703,Neural Network,"Instance Normalization is widely used in style transfer and GANs. Unlike Batch Norm (which normalizes across the whole batch), Instance Norm normalizes across the spatial dimensions (Height x Width) for each individual sample and channel independently. This removes instance-specific contrast information, which is desirable for style transfer.",How does Instance Normalization differ from Batch Normalization regarding the batch dimension?,"Instance Norm normalizes each sample independently (ignoring the batch dimension), while Batch Norm normalizes across the entire batch.",Why is Instance Normalization preferred for Style Transfer tasks?,"Because it removes image-specific contrast/brightness information (style) from the content features, allowing the network to replace it with the style of the target image more easily."
1704,Gradient Boosting,"Newton Boosting (LogitBoost): While standard Gradient Boosting fits trees to the first derivative (gradient) of the loss, Newton boosting fits trees to the update step derived from the second-order Taylor expansion (using Gradient and Hessian). This is equivalent to applying Newton's method in function space and converges faster than simple gradient descent.",What mathematical method does Newton Boosting apply to function space optimization?,Newton's Method (using second-order derivatives).,What is the advantage of using the Hessian (2nd derivative) in boosting?,"It provides information about the curvature of the loss function, allowing the algorithm to take smarter, variable-sized steps towards the minimum, rather than just following the steepest descent direction."
1705,NLP,"SentencePiece vs. WordPiece: WordPiece requires the text to be pre-tokenized into words (by space) before learning subwords. SentencePiece treats the input as a raw stream of Unicode characters (including spaces), making it completely language-agnostic and reversible (lossless tokenization). It is essential for languages like Chinese or Japanese where no clear word boundaries exist.",What is a key advantage of SentencePiece over WordPiece for non-English languages?,It does not require pre-tokenization (splitting by space) and can handle raw text streams where word boundaries are not marked by spaces.,Is SentencePiece tokenization reversible?,"Yes, because it treats whitespace as a symbol (e.g., underscore), allowing the original text to be perfectly reconstructed from the tokens."
1706,Feature Engineering,"Yeo-Johnson Transformation works like Box-Cox to make data Gaussian, but it supports negative values. It uses different power transformations for non-negative values (x≥0) and negative values (x<0). This makes it the default choice for normalizing features like profit/loss or temperature differences which can be negative.",Why can't Box-Cox transformation be used on negative data?,Because it involves logarithms or power functions that are undefined for negative numbers.,What is the primary goal of applying a Yeo-Johnson transformation to a feature?,"To stabilize variance and make the feature distribution more Gaussian (Normal-like), which helps linear models and neural networks train better."
1707,Overfitting,Minimum Description Length (MDL) principle suggests that the best model is the one that leads to the best compression of the data. The code length to describe the data = length of model description + length of data given model (errors). Overfitted models have huge model descriptions. Underfit models have huge error descriptions. MDL finds the sweet spot.,What two components make up the total description length in the MDL principle?,The length of the model description (complexity) and the length of the data description given the model (error/residuals).,How does MDL naturally penalize overfitting?,"Overfitted models are very complex, meaning they require a long 'code' to describe all their parameters. This increases the total description length, making the model less favorable under MDL."
1708,Underfitting,Bias-Variance Decomposition: Bias is the error from erroneous assumptions (e.g. assuming linearity). Variance is the error from sensitivity to small fluctuations in the training set. A model with high bias pays very little attention to the training data and oversimplifies the model. It always leads to high error on training and test data.,What characterizes a model with High Bias in the Bias-Variance Decomposition?,"It pays little attention to the training data and oversimplifies the underlying pattern (e.g., fitting a straight line to a curve).",Does collecting more training data reduce the Bias of a model?,No. Bias is a property of the model's capacity/assumptions. A linear model will still be linear (and biased) even with infinite data points on a curve.
1709,Clustering,Affinity Propagation does not require the number of clusters K to be specified. It treats all data points as potential exemplars. Real-valued 'messages' are exchanged between data points until a high-quality set of exemplars and corresponding clusters gradually emerges. It is computationally expensive (O(N2)).,Does Affinity Propagation require the user to specify the number of clusters?,No.,What is the 'Availability' message in Affinity Propagation?,"A message sent from a candidate exemplar to a data point, reflecting how appropriate it would be for that point to choose the candidate as its exemplar."
1710,Dimensionality Reduction,"Independent Component Analysis (ICA) looks for factors that are statistically independent, not just uncorrelated (like PCA). It assumes the data is a linear mixture of non-Gaussian sources. It uses metrics like Kurtosis (peakedness) to maximize non-Gaussianity, separating mixed signals like voices in a room (Cocktail Party Problem).",What statistical property does ICA maximize to find components?,Non-Gaussianity (often measured by Kurtosis or Negentropy).,Why is PCA insufficient for the 'Cocktail Party Problem' (separating mixed voices)?,"PCA looks for variance and orthogonality, which assumes Gaussian distributions. Sound sources are non-Gaussian and independent; PCA mixes them up based on variance, while ICA separates them based on independence."
1711,Reinforcement Learning,"Model-Based vs. Model-Free RL: Model-Free algorithms (Q-learning, PPO) learn a policy or value function directly from experience. Model-Based algorithms (Dyna-Q, AlphaZero) learn a model of the environment (transition dynamics and reward function) and use it to plan (simulate) future steps. Model-based is more sample efficient but suffers from model bias.",What is the main difference between Model-Based and Model-Free RL?,Model-Based RL learns a model of the environment's dynamics to plan; Model-Free RL learns the policy/value directly from trial-and-error without an internal model.,What is the disadvantage of Model-Based RL?,"If the learned model of the environment is inaccurate, the agent will plan optimal paths based on false assumptions, leading to poor real-world performance (model bias)."
1712,Time Series,"Holt-Winters Exponential Smoothing (Triple Exponential Smoothing) handles Level, Trend, and Seasonality. It has three smoothing parameters: α (level), β (trend), and γ (seasonality). It is robust and effective for short-term forecasting of seasonal data (like monthly sales).",What are the three components modeled by Holt-Winters Smoothing?,"Level, Trend, and Seasonality.",What happens if the seasonality parameter γ is set to 0 in Holt-Winters?,"The model will effectively ignore the seasonal component, reducing to Holt's Linear Trend method (Double Exponential Smoothing)."
1713,Deep Learning,"Vision Transformer (ViT) splits an image into fixed-size patches (e.g., 16x16 pixels), flattens them, and treats them as a sequence of tokens (like words). It uses standard Transformer encoders. ViT lacks the inductive bias of CNNs (translation invariance), so it requires massive datasets (JFT-300M) to beat ResNet, but scales better at the high end.",How does a Vision Transformer process an image?,By cutting it into fixed-size patches and processing them as a sequence of embeddings.,Why do ViTs require more training data than CNNs?,"Because they lack the built-in 'knowledge' of image structure (locality, translation invariance) that CNNs have. They must learn these spatial relationships from scratch from the data."
1714,Model Evaluation,"Kolmogorov-Smirnov (KS) Statistic measures the separation between the cumulative distribution functions (CDF) of positive and negative classes. In credit scoring, it is the maximum vertical distance between the cumulative % of bads and cumulative % of goods. A high KS indicates the model separates the classes well.",What does the KS Statistic measure in binary classification?,The maximum distance between the cumulative distribution functions of the positive and negative classes.,"If the KS statistic is 0, what does it imply about the model?",It implies the model has zero predictive power; the distributions of positive and negative predictions are identical.
1715,Data Cleaning,"Winsorization limits extreme values in the statistical data to reduce the effect of possibly spurious outliers. It sets all outliers to a specified percentile of the data; for example, a 90% Winsorization sets all data below the 5th percentile to the 5th percentile, and data above the 95th to the 95th percentile.",How does Winsorization handle outliers?,"By capping them at specific percentiles (e.g., 5th and 95th), rather than removing them.",What is the benefit of Winsorization over standard trimming (dropping rows)?,"It preserves the sample size and the information that an extreme value occurred (keeping it 'high' or 'low'), but reduces its magnitude so it doesn't skew the mean or variance excessively."
1716,Computer Vision,"Non-Max Suppression (NMS) is a post-processing algorithm for Object Detection. It eliminates redundant, overlapping bounding boxes. It selects the box with the highest confidence score, then calculates the IoU (Intersection over Union) with other boxes. If IoU is high (heavy overlap), the other boxes are suppressed (deleted), assuming they are duplicates of the same object.",What is the purpose of Non-Max Suppression (NMS) in object detection?,"To remove duplicate, overlapping bounding box predictions for the same object, keeping only the best one.",What metric does NMS use to decide if two boxes are 'duplicates'?,Intersection over Union (IoU).
1717,Ensemble Learning,"Error-Correcting Output Codes (ECOC) turns a multi-class problem into an ensemble of binary classifiers. Each class is assigned a unique binary code (e.g., Class A = 0001, Class B = 0010). Binary classifiers predict each bit. If a classifier makes an error, the resulting predicted code might still be closest (Hamming distance) to the correct class, providing robustness.",How does ECOC handle classification errors?,"By using redundant binary codes (like Hamming codes). If one bit is predicted wrong, the code is still likely closer to the correct class than any other.",What is the main benefit of ECOC for multi-class problems with many classes?,"It decomposes a complex multi-class problem into simpler binary problems and provides built-in error correction, improving accuracy."
1718,Data Science,"False Discovery Rate (FDR) is the expected proportion of errors (false positives) among the rejected null hypotheses (discoveries). In Big Data or Genomics (thousands of tests), controlling FDR (e.g., Benjamini-Hochberg) is preferred over controlling the family-wise error rate (Bonferroni), as the latter is too conservative and leads to missing real discoveries.",What does False Discovery Rate (FDR) measure?,The proportion of False Positives among all significant (positive) results found.,Why is FDR control preferred over Bonferroni correction in genomics?,"Bonferroni is extremely strict (minimizing the chance of any false positive), often resulting in zero discoveries. FDR accepts a small percentage of errors (e.g., 5%) to allow many more true positives to be found."
1719,Linear Regression,"Quantile Regression minimizes the sum of absolute residuals (MAE) for the median (50th percentile). For other quantiles (e.g., 90th), it uses a tilted absolute value function (Pinball Loss) that penalizes underestimation and overestimation asymmetrically. This allows modeling the relationship between X and the distribution of Y, not just the mean.",What loss function is used for Quantile Regression?,Pinball Loss (Tilted Absolute Loss).,How does Median Regression differ from OLS Regression regarding robustness?,Median Regression minimizes absolute errors and is robust to outliers. OLS minimizes squared errors and is highly sensitive to outliers.
1720,Logistic Regression,McFadden's Pseudo R-Squared calculates the improvement in log-likelihood of the fitted model compared to a null model (intercept only). RMcF2​=1−ln(Lnull​)ln(Lmodel​)​. Values are typically lower than OLS R2; 0.2-0.4 represents an excellent fit. It measures goodness-of-fit for probabilistic models.,How is McFadden's Pseudo R-Squared calculated?,By comparing the log-likelihood of the full model to the log-likelihood of the null model (no predictors).,Can McFadden's R-Squared be interpreted as 'Variance Explained' like in OLS?,"No. It is a likelihood-based metric, not a variance-based one. It indicates the relative improvement in likelihood, not the percentage of variance explained."
1721,Decision Tree,"Multivariate Adaptive Regression Splines (MARS) generates a model that is a weighted sum of 'hinge functions' (e.g., max(0,x−c)). It effectively builds a continuous, piece-wise linear regression model. It automatically models non-linearities and interactions, serving as a more flexible, continuous alternative to standard regression trees (which produce step functions).",What is the basic building block function of a MARS model?,The Hinge Function (piecewise linear function).,How does MARS differ from a Regression Tree in terms of the output surface?,A Regression Tree produces a discontinuous step function (flat regions). MARS produces a continuous surface composed of connected linear segments.
1722,Random Forest,"Proximity Plots: Using the Random Forest proximity matrix (frequency of two points ending in the same leaf), we can perform Multidimensional Scaling (MDS) to visualize the data in 2D. This often reveals clusters and separation between classes that are not visible in the raw feature space, visualizing the forest's internal 'logic'.",What data structure from a Random Forest is used to create a Proximity Plot?,The Proximity Matrix (pairwise similarity scores based on leaf co-occurrence).,What does a Proximity Plot reveal about the data?,"It reveals the manifold structure of the data as 'perceived' by the model, often showing clean clusters for classes that look overlapping in the original features."
1723,SVM,"Sequential Minimal Optimization (SMO) breaks the large Quadratic Programming (QP) problem of training an SVM into the smallest possible sub-problems. It optimizes only two Lagrange multipliers at a time, which can be done analytically. This avoids numerical QP solvers and allows SVMs to scale to larger datasets.",What is the strategy of the SMO algorithm for training SVMs?,To iteratively optimize the smallest possible subset of parameters (two at a time) analytically.,Why is optimizing two multipliers the smallest possible sub-problem in SVM?,Because of the linear equality constraint (∑αi​yi​=0). Changing only one multiplier would violate this constraint; you must change at least two to compensate for each other.
